Link,Título,Hóspedes,Quartos,Camas,Banheiros,Preço,Noites,Anfitrião,Latitude,Longitude
https://www.airbnb.com.br/rooms/1351579720504757382?search_mode=regular_search&adults=1&check_in=2025-12-10&check_out=2025-12-15&children=0&infants=0&pets=0&source_impression_id=p3_1765386542_P3ArcNbGUoYeNGaF&previous_page_section_name=1000&federated_search_id=69edfe40-49f5-4f1b-96af-8e066cdad1be,,,,,,,,,,
